"동별(1)",동별(2),2023,2023,2023,2023,2023,2023,2023
"동별(1)",동별(2),계 (명),계 (명),계 (명),한국인,한국인,등록외국인,등록외국인
"동별(1)",동별(2),소계,남자,여자,남자,여자,남자,여자
"합계",소계,9638799,4649446,4989353,4540031,4846003,109415,143350
"합계",종로구,150453,71890,78563,67306,72111,4584,6452
"합계",중구,131793,63495,68298,58659,62653,4836,5645
"합계",용산구,227106,109826,117280,102312,110839,7514,6441
"합계",성동구,284766,137620,147146,134519,142842,3101,4304
"합계",광진구,351180,167562,183618,161277,174277,6285,9341
"합계",동대문구,359873,174120,185753,167346,173803,6774,11950
"합계",중랑구,387470,189462,198008,187372,194783,2090,3225
"합계",성북구,438168,208682,229486,204171,221431,4511,8055
"합계",강북구,292977,141185,151792,139514,148599,1671,3193
"합계",도봉구,309494,149675,159819,148796,158152,879,1667
"합계",노원구,502925,241099,261826,239117,259096,1982,2730
"합계",은평구,470869,223330,247539,221725,245045,1605,2494
"합계",서대문구,320629,149879,170750,145404,160827,4475,9923
"합계",마포구,375162,174073,201089,169990,193707,4083,7382
"합계",양천구,439252,214161,225091,212835,223193,1326,1898
"합계",강서구,568826,272338,296488,269822,293236,2516,3252
"합계",구로구,415651,204715,210936,192341,200064,12374,10872
"합계",금천구,241105,121592,119513,114414,113067,7178,6446
"합계",영등포구,397800,195493,202307,183726,191068,11767,11239
"합계",동작구,389714,187623,202091,183153,195616,4470,6475
"합계",관악구,497883,249026,248857,242651,239305,6375,9552
"합계",서초구,412078,196391,215687,194291,213373,2100,2314
"합계",강남구,550282,262991,287291,260520,284353,2471,2938
"합계",송파구,660025,316981,343044,314347,339819,2634,3225
"합계",강동구,463318,226237,237081,224423,234744,1814,2337
